_id,id,geom,type,reported_location,locality,state,direction_of_travel,paved,toilet,lighting,shelter,water,bin,Table_or_Chair,comments,road_name,name,bbq,shade,power,disabled_toilet,off_the_road,waste_water,covered_table_or_Chair,BBQ
29259,5776,"{""type"":""Point"",""coordinates"":[114.9875262,-28.71078803]}",Formal,Geraldton Mt Magnet Rd,Greater Geraldton (C),WA,,N,N,,N,,N,N,,Geraldton Mt Magnet Rd,,,N,,,,,,
29260,5778,"{""type"":""Point"",""coordinates"":[116.0338179,-31.76322743]}",Formal,Great Northern Hwy,Swan (C),WA,,,N,Y,N,,Y,N,,Great Northern Hwy,Apple Street Road Train Assembly Area,,N,,,,,,
29261,5781,"{""type"":""Point"",""coordinates"":[119.5982298,-24.74596759]}",Formal,Great Northern Hwy,Meekatharra,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29262,5789,"{""type"":""Point"",""coordinates"":[116.4833189,-30.4646358]}",Formal,Great Northern Hwy,Moora,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29263,5803,"{""type"":""Point"",""coordinates"":[115.8278933,-32.39191787]}",Formal,Hv Weigh Site On Kwinana Fwy Southbound (South of Karnup Rd),Rockingham (C),WA,,,N,,N,,Y,N,,Hv Weigh Site On Kwinana Fwy Southbound (South of Karnup Rd),,,N,,,,,,
29264,5812,"{""type"":""Point"",""coordinates"":[117.8349329,-31.93380138]}",Formal,Bruce Rock Quairading Rd,Bruce Rock,WA,,N,N,,N,,N,N,,York Merredin,,,Y,,,,,,
29265,5813,"{""type"":""Point"",""coordinates"":[118.0558558,-32.75854524]}",Formal,Williams Kondinin Rd,Kulin,WA,,N,N,,N,,Y,N,,Narrogin Kondinin,,,Y,,,,,,
29266,5815,"{""type"":""Point"",""coordinates"":[115.8285627,-28.47195388]}",Formal,Geraldton Mt Magnet Rd,Greater Geraldton (C),WA,,Y,N,,N,,Y,N,,Geraldton Mt Magnet Rd,,,N,,,,,,
29267,5817,"{""type"":""Point"",""coordinates"":[115.826845,-32.39336241]}",Formal,Hv Weigh Site On Kwinana Fwy Northbound (South of Karnup Rd),Rockingham (C),WA,,,N,,N,,Y,N,,Hv Weigh Site On Kwinana Fwy Northbound (South of Karnup Rd),,,N,,,,,,
29268,5824,"{""type"":""Point"",""coordinates"":[121.7160988,-33.22683117]}",Formal,Coolgardie Esperance Hwy,Esperance,WA,,Y,N,,N,,Y,N,,Coolgardie Esperance Hwy,Grass Patch,,N,,,,,,
29269,5845,"{""type"":""Point"",""coordinates"":[117.9055261,-32.35581928]}",Formal,Corrigin Kondinin Rd,Corrigin,WA,,N,N,,N,,Y,N,,Brookton Hwy,,,Y,,,,,,
29270,5850,"{""type"":""Point"",""coordinates"":[124.0706096,-17.81291385]}",Formal,Great Northern Hwy,Derby - West Kimberley,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29271,5855,"{""type"":""Point"",""coordinates"":[120.4472406,-27.09962032]}",Formal,Goldfields Hwy,Wiluna,WA,,Y,N,,Y,,Y,Y,,Goldfields Hwy,,,N,,,,,,
29272,5863,"{""type"":""Point"",""coordinates"":[118.7459872,-25.99157007]}",Formal,Great Northern Hwy,Meekatharra,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29273,5866,"{""type"":""Point"",""coordinates"":[116.0876463,-31.90095379]}",Formal,Great Eastern Hwy,Mundaring,WA,,,N,,N,,Y,N,,Great Eastern Hwy,,,N,,,,,,
29274,5878,"{""type"":""Point"",""coordinates"":[118.1476803,-33.54113173]}",Formal,Katanning Nyabing Rd,Kent,WA,,Y,N,Y,Y,,Y,N,,Kojonup Pingrup,Nyabing Rest Area,,N,,,,,,
29275,5888,"{""type"":""Point"",""coordinates"":[125.4621284,-18.12383674]}",Formal,Great Northern Hwy,Derby - West Kimberley,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29276,5893,"{""type"":""Point"",""coordinates"":[115.9251028,-32.20429402]}",Formal,Thomas Rd,Serpentine - Jarrahdale,WA,,,N,,N,,N,N,,Thomas Rd,,,N,,,,,,
29277,5903,"{""type"":""Point"",""coordinates"":[118.9214539,-33.94031434]}",Formal,Hassell Rd,Jerramungup,WA,,N,N,,N,,Y,N,,South Coast Hwy,Opposite Jerramungup roadhouse,,N,,,,,,
29278,5909,"{""type"":""Point"",""coordinates"":[117.1823561,-32.82419092]}",Formal,Great Southern Hwy,Cuballing,WA,,N,N,,N,,Y,N,,Northam Cranbrook,,,Y,,,,,,
29279,5914,"{""type"":""Point"",""coordinates"":[117.860658,-35.01701666]}",Formal,Hanrahan Rd,Albany (C),WA,,Y,N,,N,,N,N,,Albany Port Rd,,,N,,,,,,
29280,5935,"{""type"":""Point"",""coordinates"":[119.0244498,-33.09363533]}",Formal,Maler St,Lake Grace,WA,,Y,Y,Y,N,,Y,N,,Collie Lake King,,,N,,,,,,
29281,5939,"{""type"":""Point"",""coordinates"":[117.9703421,-22.60062384]}",Formal,Karijini Dr,Ashburton,WA,,Y,N,,N,,Y,N,,Karijini Dr,Truck Assembly,,N,,,,,,
29282,5940,"{""type"":""Point"",""coordinates"":[116.4527186,-31.60655875]}",Formal,Toodyay Rd,Toodyay,WA,,N,N,,N,,Y,N,,Toodyay,,,N,,,,,,
29283,5945,"{""type"":""Point"",""coordinates"":[121.327631,-30.85497861]}",Formal,Great Eastern Hwy,Coolgardie,WA,,Y,N,,Y,,Y,N,,Great Eastern Hwy,,,N,,,,,,
29284,5948,"{""type"":""Point"",""coordinates"":[126.9562088,-18.64024917]}",Formal,Great Northern Hwy,Halls Creek,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29285,5961,"{""type"":""Point"",""coordinates"":[119.7603108,-23.36417611]}",Formal,Great Northern Hwy,East Pilbara,WA,,Y,N,Y,N,,Y,N,,Great Northern Hwy,Upgraded 2012,,N,,,,,,
29286,5962,"{""type"":""Point"",""coordinates"":[115.9783072,-31.98028439]}",Formal,Tonkin Hwy,Belmont (C),WA,,,Y,Y,N,,Y,N,,Tonkin Hwy,Abernethy Road Road Train Assembly Area,,N,,,,,,
29287,5964,"{""type"":""Point"",""coordinates"":[117.1212266,-33.33547256]}",Formal,Arthur Rd,Wagin,WA,,N,N,,N,,Y,N,,Collie Lake King,,,Y,,,,,,
29288,5967,"{""type"":""Point"",""coordinates"":[114.8660792,-28.72226942]}",Formal,Geraldton Mt Magnet Rd,Greater Geraldton (C),WA,,N,N,,N,,Y,N,,Geraldton Mt Magnet Rd,,,N,,,,,,
29289,5981,"{""type"":""Point"",""coordinates"":[122.0222788,-28.74242552]}",Formal,Leonora Laverton Rd,Laverton,WA,,Y,N,,Y,,Y,Y,,Leonora Laverton,,,N,,,,,,
29290,5983,"{""type"":""Point"",""coordinates"":[115.3470641,-28.63170115]}",Formal,Geraldton Mt Magnet Rd,Greater Geraldton (C),WA,,N,N,,N,,N,N,,Geraldton Mt Magnet Rd,,,N,,,,,,
29291,5989,"{""type"":""Point"",""coordinates"":[114.6757539,-27.72199882]}",Formal,North West Coastal Hwy,Northampton,WA,,Y,N,,N,,Y,N,,North West Coastal Hwy,,,N,,,,,,
29292,6002,"{""type"":""Point"",""coordinates"":[115.4050735,-28.60453667]}",Formal,Geraldton Mt Magnet Rd,Greater Geraldton (C),WA,,N,N,,N,,N,N,,Geraldton Mt Magnet Rd,,,N,,,,,,
29293,6007,"{""type"":""Point"",""coordinates"":[119.2971562,-27.99172261]}",Formal,Mt Magnet Sandstone Rd,Sandstone,WA,,Y,N,,N,,Y,N,,Mt Magnet Leinster Rd,,,N,,,,,,
29294,6014,"{""type"":""Point"",""coordinates"":[123.6689393,-17.35749927]}",Formal,Derby Hwy,Derby - West Kimberley,WA,,Y,N,Y,N,,,N,,Derby Hwy,,,N,,,,,,
29295,6028,"{""type"":""Point"",""coordinates"":[116.3382146,-32.21778842]}",Formal,Brookton Hwy,Beverley,WA,,N,N,,N,,Y,N,,Brookton Hwy,,,Y,,,,,,
29296,6035,"{""type"":""Point"",""coordinates"":[120.3084991,-31.20717981]}",Formal,Great Eastern Hwy,Coolgardie,WA,,Y,Y,,Y,,Y,Y,,Great Eastern Hwy,Boorabin Memorial,,N,,,,,,
29297,6052,"{""type"":""Point"",""coordinates"":[119.3844665,-33.0927874]}",Formal,Newdegate Ravensthorpe Rd,Lake Grace,WA,,N,N,,N,,Y,N,,Collie Lake King,,,Y,,,,,,
29298,6072,"{""type"":""Point"",""coordinates"":[116.8801574,-33.03262945]}",Formal,Albany Hwy,Williams,WA,,,N,,N,,Y,N,,Albany Hwy,,,N,,,,,,
29299,6080,"{""type"":""Point"",""coordinates"":[116.0172807,-33.80819697]}",Formal,South Western Hwy,Bridgetown - Greenbushes,WA,,Y,N,,N,,Y,N,,South Western Hwy,,,Y,,,,,,
29300,6085,"{""type"":""Point"",""coordinates"":[124.0694115,-17.81289488]}",Formal,Great Northern Hwy,Derby - West Kimberley,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29301,6088,"{""type"":""Point"",""coordinates"":[116.5226624,-32.69550801]}",Formal,Bannister Marradong Rd,Boddington,WA,,Y,N,,N,,N,N,,Bannister Marradong,,,N,,,,,,
29302,6092,"{""type"":""Point"",""coordinates"":[116.5968198,-31.50583365]}",Formal,Goomalling Toodyay Rd,Toodyay,WA,,Y,N,,N,,Y,N,,Goomalling Toodyay,,,N,,,,,,
29303,6109,"{""type"":""Point"",""coordinates"":[117.8170347,-28.09544171]}",Formal,Geraldton Mt Magnet Rd,Mount Magnet,WA,,N,N,,N,,Y,N,,Geraldton Mt Magnet Rd,,,N,,,,,,
29304,6114,"{""type"":""Point"",""coordinates"":[117.8793115,-27.47820618]}",Formal,Great Northern Hwy,Cue,WA,,N,N,,N,,Y,N,,Great Northern Hwy,,,Y,,,,,,
29305,6122,"{""type"":""Point"",""coordinates"":[115.5122186,-22.1103698]}",Formal,Onslow Rd,Ashburton,WA,,Y,N,,N,,Y,N,,Onslow,,,N,,,,,,
29306,6124,"{""type"":""Point"",""coordinates"":[117.1390179,-31.63072403]}",Formal,Great Eastern Hwy,Cunderdin,WA,,N,N,,N,,Y,N,,Great Eastern Hwy,,,Y,,,,,,
29307,6141,"{""type"":""Point"",""coordinates"":[117.0242436,-33.28680437]}",Formal,Albany Hwy,West Arthur,WA,,Y,N,,N,,Y,N,,Albany Hwy,,,Y,,,,,,
29308,6151,"{""type"":""Point"",""coordinates"":[118.1564699,-32.66875157]}",Formal,Johnston St,Kulin,WA,,Y,N,,N,,N,N,,Gorge Rock Lake Grace,,,N,,,,,,
29309,6152,"{""type"":""Point"",""coordinates"":[118.4631059,-33.10077642]}",Formal,Stubbs St,Lake Grace,WA,,Y,N,Y,Y,,Y,Y,,Collie Lake King,,,N,,,,,,
29310,6156,"{""type"":""Point"",""coordinates"":[118.1502945,-27.07392607]}",Formal,Great Northern Hwy,Cue,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29311,6174,"{""type"":""Point"",""coordinates"":[116.0164797,-31.86443128]}",Formal,Roe Hwy,Swan (C),WA,,,N,,N,,Y,N,,Roe Hwy,,,N,,,,,,
29312,6178,"{""type"":""Point"",""coordinates"":[119.5844166,-26.4783853]}",Formal,Goldfields Hwy,Meekatharra,WA,,N,N,,N,,Y,N,,Goldfields Hwy,,,N,,,,,,
29313,6184,"{""type"":""Point"",""coordinates"":[116.7686476,-32.94354231]}",Formal,Albany Hwy,Williams,WA,,Y,N,,N,,Y,N,,Albany Hwy,,,Y,,,,,,
29314,6210,"{""type"":""Point"",""coordinates"":[115.5193764,-22.50169766]}",Formal,North West Coastal Hwy,Ashburton,WA,,Y,N,,N,,Y,N,,North West Coastal Hwy,Break Down Bay,,N,,,,,,
29315,6215,"{""type"":""Point"",""coordinates"":[114.6605308,-28.79979627]}",Formal,Geraldton Mt Magnet Rd,Greater Geraldton (C),WA,,Y,N,,N,,N,N,,Geraldton Mt Magnet Rd,,,N,,,,,,
29316,6220,"{""type"":""Point"",""coordinates"":[122.2820185,-17.88643399]}",Formal,Broome Rd,Broome,WA,,Y,N,Y,N,,,N,,Broome Hwy,,,N,,,,,,
29317,6232,"{""type"":""Point"",""coordinates"":[116.6333015,-30.10839722]}",Formal,Great Northern Hwy,Dalwallinu,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,Y,,,,,,
29318,6241,"{""type"":""Point"",""coordinates"":[116.0467342,-30.38554054]}",Formal,Midlands Rd,Moora,WA,,Y,N,,N,,Y,N,,Midlands,,,N,,,,,,
29319,6247,"{""type"":""Point"",""coordinates"":[118.6949068,-21.24707764]}",Formal,Great Northern Hwy,Port Hedland (T),WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29320,6250,"{""type"":""Point"",""coordinates"":[118.2953337,-34.02465443]}",Formal,Gnowangerup Jerramungup Rd,Gnowangerup,WA,,N,N,,N,,Y,N,,Broomehill Jerramungup,,,N,,,,,,
29321,6251,"{""type"":""Point"",""coordinates"":[117.7946412,-31.11395555]}",Formal,Railway St,Trayning,WA,,,N,,N,,N,N,,Goomalling Merredin,,,N,,,,,,
29322,6255,"{""type"":""Point"",""coordinates"":[125.4643336,-18.12504119]}",Formal,Great Northern Hwy,Derby - West Kimberley,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29323,6258,"{""type"":""Point"",""coordinates"":[117.9132143,-32.36861246]}",Formal,Corrigin Kondinin Rd,Corrigin,WA,,Y,N,,N,,Y,N,,Brookton Hwy,,,Y,,,,,,
29324,6262,"{""type"":""Point"",""coordinates"":[117.8759265,-32.33395013]}",Formal,Kunjin St,Corrigin,WA,,Y,N,Y,N,,N,N,,Brookton Hwy,,,N,,,,,,
29325,6266,"{""type"":""Point"",""coordinates"":[119.9352984,-22.26032082]}",Formal,Marble Bar Rd,East Pilbara,WA,,N,N,,N,,Y,N,,Marble Bar,,,N,,,,,,
29326,6269,"{""type"":""Point"",""coordinates"":[115.7064404,-33.3757261]}",Formal,Bunbury Outer Ring Rd,Dardanup,WA,,Y,N,,N,,N,N,,Bunbury Outer Ring Rd,,,N,,,,,,
29327,6271,"{""type"":""Point"",""coordinates"":[117.7416191,-33.31463604]}",Formal,Absolon St,Dumbleyung,WA,,Y,N,,N,,Y,N,,Collie Lake King,,,N,,,,,,
29328,6272,"{""type"":""Point"",""coordinates"":[115.5924734,-28.51921532]}",Formal,Geraldton Mt Magnet Rd,Greater Geraldton (C),WA,,N,N,,N,,Y,N,,Geraldton Mt Magnet Rd,,,Y,,,,,,
29329,6279,"{""type"":""Point"",""coordinates"":[121.5206037,-31.3511597]}",Formal,Coolgardie Esperance Hwy,Coolgardie,WA,,Y,N,,Y,,Y,N,,Coolgardie Esperance Hwy,,,N,,,,,,
29330,6299,"{""type"":""Point"",""coordinates"":[115.319454,-30.00968387]}",Formal,Brand Hwy,Coorow,WA,,Y,N,,N,,Y,N,,Brand Hwy,,,N,,,,,,
29331,6306,"{""type"":""Point"",""coordinates"":[118.821233,-21.80735371]}",Formal,Great Northern Hwy,Port Hedland (T),WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29332,6311,"{""type"":""Point"",""coordinates"":[114.6434579,-28.22770452]}",Formal,North West Coastal Hwy,Northampton,WA,,Y,N,,N,,Y,N,,North West Coastal Hwy,,,N,,,,,,
29333,6320,"{""type"":""Point"",""coordinates"":[118.8021191,-22.9647539]}",Formal,Great Northern Hwy,East Pilbara,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29334,6323,"{""type"":""Point"",""coordinates"":[128.2615247,-16.91399947]}",Formal,Great Northern Hwy,Wyndham - East Kimberley,WA,,Y,N,,N,,,N,,Great Northern Hwy,Telegraph,,N,,,,,,
29335,6325,"{""type"":""Point"",""coordinates"":[126.5715315,-18.78876407]}",Formal,Great Northern Hwy,Halls Creek,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29336,6349,"{""type"":""Point"",""coordinates"":[114.6044571,-28.78893186]}",Formal,John Willcock Link,Greater Geraldton (C),WA,,Y,N,,N,,N,N,,John Willcock Link,,,N,,,,,,
29337,6350,"{""type"":""Point"",""coordinates"":[116.5970065,-31.50575291]}",Formal,Goomalling Toodyay Rd,Toodyay,WA,,Y,N,,N,,N,N,,Goomalling Toodyay,,,N,,,,,,
29338,6366,"{""type"":""Point"",""coordinates"":[117.0043153,-31.94501651]}",Formal,Quairading York Rd,York,WA,,N,N,,N,,Y,N,,York Merredin,,,Y,,,,,,
29339,6373,"{""type"":""Point"",""coordinates"":[115.6963069,-33.34111146]}",Formal,Willinge Dr,Bunbury (C),WA,,Y,N,,N,,N,N,,Willinge Dr,,,N,,,,,,
29340,6382,"{""type"":""Point"",""coordinates"":[117.179896,-32.93410752]}",Formal,Pioneer Dr,Narrogin,WA,,Y,N,,N,,N,N,,Northam Cranbrook,,,N,,,,,,
29341,6390,"{""type"":""Point"",""coordinates"":[117.4835475,-31.97794054]}",Formal,Bruce Rock Quairading Rd,Quairading,WA,,N,N,,N,,Y,N,,York Merredin,,,Y,,,,,,
29342,6400,"{""type"":""Point"",""coordinates"":[115.7085771,-33.37496273]}",Formal,Bunbury Outer Ring Rd,Dardanup,WA,,Y,N,,N,,N,N,,Bunbury Outer Ring Rd,,,N,,,,,,
29343,6413,"{""type"":""Point"",""coordinates"":[117.9149048,-34.92795455]}",Formal,Chester Pass Rd,Albany (C),WA,,N,N,,N,,N,N,,Albany Lake Grace,Bakers junction Rest Area,,N,,,,,,
29344,6419,"{""type"":""Point"",""coordinates"":[119.5842169,-26.47837196]}",Formal,Goldfields Hwy,Meekatharra,WA,,N,N,,N,,Y,N,,Goldfields Hwy,,,N,,,,,,
29345,6420,"{""type"":""Point"",""coordinates"":[118.8033401,-22.05478371]}",Formal,Great Northern Hwy,East Pilbara,WA,,Y,Y,,N,,Y,N,,Great Northern Hwy,Gibba Flats,,N,,,,,,
29346,6423,"{""type"":""Point"",""coordinates"":[117.9773246,-31.58122269]}",Formal,Great Eastern Hwy,Kellerberrin,WA,,Y,N,,N,,Y,N,,Great Eastern Hwy,,,N,,,,,,
29347,6424,"{""type"":""Point"",""coordinates"":[118.9804657,-20.40219179]}",Formal,Marble Bar Rd,Port Hedland (T),WA,,Y,N,,N,,Y,N,,Marble Bar,,,N,,,,,,
29348,6426,"{""type"":""Point"",""coordinates"":[119.7809933,-23.36944594]}",Formal,Marble Bar Rd,East Pilbara,WA,,Y,N,,N,,Y,N,,Marble Bar,,,N,,,,,,
29349,6427,"{""type"":""Point"",""coordinates"":[115.7001216,-33.373946]}",Formal,Willinge Dr,Bunbury (C),WA,,,N,,N,,N,N,,Willinge Dr,,,N,,,,,,
29350,6429,"{""type"":""Point"",""coordinates"":[116.5385232,-33.2101113]}",Formal,Collie Williams Rd,Williams,WA,,N,N,,N,,N,N,,Collie Williams,,,Y,,,,,,
29351,6431,"{""type"":""Point"",""coordinates"":[117.6199457,-31.62048666]}",Formal,Great Eastern Hwy,Tammin,WA,,Y,N,,N,,Y,N,,Great Eastern Hwy,,,Y,,,,,,
29352,6433,"{""type"":""Point"",""coordinates"":[127.7224851,-18.14008584]}",Formal,Great Northern Hwy,Halls Creek,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29353,6435,"{""type"":""Point"",""coordinates"":[115.9624381,-32.18578606]}",Formal,Tonkin Hwy,Serpentine - Jarrahdale,WA,,,N,,N,,N,N,,Tonkin Hwy,,,N,,,,,,
29354,6436,"{""type"":""Point"",""coordinates"":[117.1448141,-29.56513618]}",Formal,Great Northern Hwy,Yalgoo,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29355,6452,"{""type"":""Point"",""coordinates"":[118.9819138,-20.40745712]}",Formal,Marble Bar Rd,Port Hedland (T),WA,,Y,N,,N,,Y,N,,Marble Bar,,,N,,,,,,
29356,6459,"{""type"":""Point"",""coordinates"":[117.2747784,-32.31963909]}",Formal,Brookton-Corrigin Rd,Brookton,WA,,Y,N,,N,,Y,N,,Brookton Hwy,,,Y,,,,,,
29357,6502,"{""type"":""Point"",""coordinates"":[116.4722105,-32.8104143]}",Formal,Bannister Marradong Rd,Boddington,WA,,Y,N,,N,,,N,,Bannister Marradong,,,N,,,,,,
29358,6512,"{""type"":""Point"",""coordinates"":[118.7013464,-22.62619877]}",Formal,Great Northern Hwy,Ashburton,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29359,6529,"{""type"":""Point"",""coordinates"":[118.4571357,-31.40578031]}",Formal,Great Eastern Hwy,Merredin,WA,,N,N,,N,,Y,N,,Great Eastern Hwy,,,Y,,,,,,
29360,6535,"{""type"":""Point"",""coordinates"":[116.7769399,-20.79160227]}",Formal,Madigan Rd,Karratha (C),WA,,Y,N,Y,N,,N,N,,Madigan Rd,Madigan Rd Road Train Assembly Area,,N,,,,,,
29361,6539,"{""type"":""Point"",""coordinates"":[113.8733164,-23.11529001]}",Formal,Minilya Exmouth Rd,Carnarvon,WA,,Y,N,,N,,Y,N,,Minilya Exmouth Rd,,,N,,,,,,
29362,6540,"{""type"":""Point"",""coordinates"":[119.9372848,-33.4328771]}",Formal,Newdegate Ravensthorpe Rd,Ravensthorpe,WA,,N,N,,N,,Y,N,,Brookton Hwy,,,Y,,,,,,
29363,6542,"{""type"":""Point"",""coordinates"":[125.9511971,-18.73294646]}",Formal,Great Northern Hwy,Derby - West Kimberley,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29364,6551,"{""type"":""Point"",""coordinates"":[119.8257701,-21.16561791]}",Formal,Marble Bar Rd,East Pilbara,WA,,Y,N,,N,,Y,N,,Marble Bar,Marble Bar Airport,,N,,,,,,
29365,6554,"{""type"":""Point"",""coordinates"":[127.9942519,-17.42873881]}",Formal,Great Northern Hwy,Halls Creek,WA,,Y,N,,N,,,N,,Great Northern Hwy, ,,N,,,,,,
29366,6558,"{""type"":""Point"",""coordinates"":[116.1028816,-31.90259428]}",Formal,Great Eastern Hwy,Mundaring,WA,,,N,,N,,Y,N,,Great Eastern Hwy,,,N,,,,,,
29367,6560,"{""type"":""Point"",""coordinates"":[118.4903782,-20.70930693]}",Formal,Great Northern Hwy,Port Hedland (T),WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29368,6561,"{""type"":""Point"",""coordinates"":[126.9579696,-18.63937868]}",Formal,Great Northern Hwy,Halls Creek,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29369,6565,"{""type"":""Point"",""coordinates"":[122.492154,-18.18259363]}",Formal,Great Northern Hwy,Broome,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29370,6591,"{""type"":""Point"",""coordinates"":[118.7756626,-25.96980312]}",Formal,Great Northern Hwy,Meekatharra,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29371,6597,"{""type"":""Point"",""coordinates"":[118.8031186,-22.05390472]}",Formal,Great Northern Hwy,East Pilbara,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,Gibba Flats,,N,,,,,,
29372,6601,"{""type"":""Point"",""coordinates"":[119.8297365,-21.16576768]}",Formal,Marble Bar Rd,East Pilbara,WA,,Y,N,,N,,Y,N,,Marble Bar,Marble Bar Airport,,N,,,,,,
29373,6608,"{""type"":""Point"",""coordinates"":[117.9873126,-31.58157356]}",Formal,Great Eastern Hwy,Kellerberrin,WA,,Y,N,,N,,Y,N,,Great Eastern Hwy,,,N,,,,,,
29374,6638,"{""type"":""Point"",""coordinates"":[116.337247,-32.21742982]}",Formal,Brookton Hwy,Beverley,WA,,N,N,,N,,Y,N,,Brookton Hwy,,,Y,,,,,,
29375,6640,"{""type"":""Point"",""coordinates"":[116.3986339,-31.1081668]}",Formal,Wongan Hills Calingiri West Rd,Victoria Plains,WA,,Y,N,,N,,Y,N,,Wongan Hills Calingiri,,,N,,,,,,
29376,6650,"{""type"":""Point"",""coordinates"":[124.6717532,-17.90468302]}",Formal,Great Northern Hwy,Derby - West Kimberley,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29377,6657,"{""type"":""Point"",""coordinates"":[116.5146417,-32.27221515]}",Formal,Brookton Hwy,Beverley,WA,,N,N,,N,,Y,N,,Brookton Hwy,,,Y,,,,,,
29378,6685,"{""type"":""Point"",""coordinates"":[120.0089509,-22.51711027]}",Formal,Marble Bar Rd,East Pilbara,WA,,Y,N,,N,,,N,,Marble Bar,Royhill Rest Area,,N,,,,,,
29379,6690,"{""type"":""Point"",""coordinates"":[118.9724192,-31.33237052]}",Formal,Great Eastern Hwy,Yilgarn,WA,,Y,N,,N,,Y,N,,Great Eastern Hwy,,,N,,,,,,
29380,6692,"{""type"":""Point"",""coordinates"":[118.3877701,-32.51382814]}",Formal,Kondinin Hyden Rd,Kondinin,WA,,N,N,,N,,Y,N,,Brookton Hwy,,,Y,,,,,,
29381,6694,"{""type"":""Point"",""coordinates"":[116.0758311,-32.18171715]}",Formal,Albany Hwy,Armadale (C),WA,,,N,,N,,Y,N,,Albany Hwy,Yule Du Roadhouse,,N,,,,,,
29382,6696,"{""type"":""Point"",""coordinates"":[116.8147513,-31.37102899]}",Formal,Northam Pithara Rd,Goomalling,WA,,Y,N,,N,,Y,N,,Northam Pithara,,,Y,,,,,,
29383,6698,"{""type"":""Point"",""coordinates"":[114.8644761,-28.72324632]}",Formal,Geraldton Mt Magnet Rd,Greater Geraldton (C),WA,,N,N,,N,,Y,N,,Geraldton Mt Magnet Rd,,,N,,,,,,
29384,6700,"{""type"":""Point"",""coordinates"":[115.5591212,-30.75406258]}",Formal,Brand Hwy,Dandaragan,WA,,Y,N,,N,,Y,N,,Brand Hwy,Caltex Cataby,,N,,,,,,
29385,6724,"{""type"":""Point"",""coordinates"":[116.1539796,-31.32608806]}",Formal,Great Northern Hwy,Chittering,WA,,Y,Y,,Y,,Y,Y,,Great Northern Hwy,,,Y,,,,,,
29386,6743,"{""type"":""Point"",""coordinates"":[118.8170233,-21.57959392]}",Formal,Great Northern Hwy,Port Hedland (T),WA,,Y,Y,,N,,Y,N,,Great Northern Hwy,Remont,,N,,,,,,
29387,6754,"{""type"":""Point"",""coordinates"":[118.4386229,-20.57522222]}",Formal,Great Northern Hwy,Port Hedland (T),WA,,Y,N,,N,,Y,N,,Great Northern Hwy,Gnh/NWCH Inter,,N,,,,,,
29388,6791,"{""type"":""Point"",""coordinates"":[120.6910294,-27.94048681]}",Formal,Agnew Leinster Rd,Leonora,WA,,Y,N,,N,,Y,N,,Mt Magnet Leinster Rd,,,N,,,,,,
29389,6792,"{""type"":""Point"",""coordinates"":[128.2600517,-16.91480192]}",Formal,Great Northern Hwy,Wyndham - East Kimberley,WA,,Y,N,,N,,,N,,Great Northern Hwy,,,N,,,,,,
29390,6805,"{""type"":""Point"",""coordinates"":[116.3426653,-30.55582194]}",Formal,Great Northern Hwy,Moora,WA,,Y,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29391,6813,"{""type"":""Point"",""coordinates"":[116.4777029,-33.42122085]}",Formal,Coalfields Rd,West Arthur,WA,,Y,N,,N,,,N,,Collie Lake King,,,Y,,,,,,
29392,6821,"{""type"":""Point"",""coordinates"":[116.6330267,-30.10811856]}",Formal,Great Northern Hwy,Dalwallinu,WA,,N,N,,N,,Y,N,,Great Northern Hwy,,,N,,,,,,
29393,6830,"{""type"":""Point"",""coordinates"":[114.675746,-27.72208878]}",Formal,North West Coastal Hwy,Northampton,WA,,Y,N,,N,,Y,N,,North West Coastal Hwy,,,N,,,,,,
